#k	tpr	fpr
5	0.0	0.00319488817891
10	0.0	0.00638977635783
15	0.0	0.00958466453674
20	0.000826446280992	0.0121405750799
25	0.00330578512397	0.0134185303514
30	0.00578512396694	0.014696485623
35	0.00661157024793	0.0172523961661
40	0.00826446280992	0.0191693290735
45	0.0107438016529	0.020447284345
50	0.0132231404959	0.0217252396166
55	0.0173553719008	0.0217252396166
60	0.0190082644628	0.023642172524
65	0.0223140495868	0.0242811501597
70	0.0239669421488	0.0261980830671
75	0.0247933884298	0.0287539936102
80	0.0272727272727	0.0300319488818
85	0.0297520661157	0.0313099041534
90	0.0314049586777	0.0332268370607
95	0.0355371900826	0.0332268370607
100	0.0363636363636	0.0357827476038
105	0.0404958677686	0.0357827476038
110	0.0421487603306	0.0376996805112
115	0.0429752066116	0.0402555910543
120	0.0446280991736	0.0421725239617
125	0.0471074380165	0.0434504792332
130	0.0504132231405	0.044089456869
135	0.0520661157025	0.0460063897764
140	0.0528925619835	0.0485623003195
145	0.0553719008264	0.0498402555911
150	0.0578512396694	0.0511182108626
155	0.0611570247934	0.0517571884984
160	0.0644628099174	0.0523961661342
165	0.0661157024793	0.0543130990415
170	0.0677685950413	0.0562300319489
175	0.0710743801653	0.0568690095847
180	0.0727272727273	0.058785942492
185	0.0743801652893	0.0607028753994
190	0.0752066115702	0.0632587859425
195	0.0785123966942	0.0638977635783
200	0.0809917355372	0.0651757188498
205	0.0834710743802	0.0664536741214
210	0.0842975206612	0.0690095846645
215	0.0859504132231	0.0709265175719
220	0.0859504132231	0.0741214057508
225	0.0884297520661	0.0753993610224
230	0.0900826446281	0.0773162939297
235	0.0933884297521	0.0779552715655
240	0.095867768595	0.0792332268371
245	0.098347107438	0.0805111821086
250	0.101652892562	0.0811501597444
255	0.104132231405	0.082428115016
260	0.105785123967	0.0843450479233
265	0.109090909091	0.0849840255591
270	0.110743801653	0.0869009584665
275	0.113223140496	0.088178913738
280	0.114049586777	0.0907348242812
285	0.118181818182	0.0907348242812
290	0.120661157025	0.0920127795527
295	0.123140495868	0.0932907348243
300	0.126446280992	0.0939297124601
305	0.130578512397	0.0939297124601
310	0.132231404959	0.0958466453674
315	0.136363636364	0.0958466453674
320	0.139669421488	0.0964856230032
325	0.143801652893	0.0964856230032
330	0.145454545455	0.0984025559105
335	0.148760330579	0.0990415335463
340	0.151239669421	0.100319488818
345	0.154545454545	0.100958466454
350	0.155371900826	0.103514376997
355	0.157024793388	0.105431309904
360	0.159504132231	0.106709265176
365	0.160330578512	0.109265175719
370	0.163636363636	0.109904153355
375	0.16694214876	0.11054313099
380	0.169421487603	0.111821086262
385	0.173553719008	0.111821086262
390	0.177685950413	0.111821086262
395	0.181818181818	0.111821086262
400	0.185950413223	0.111821086262
405	0.190082644628	0.111821086262
410	0.193388429752	0.112460063898
415	0.196694214876	0.113099041534
420	0.200826446281	0.113099041534
425	0.204958677686	0.113099041534
430	0.209090909091	0.113099041534
435	0.213223140496	0.113099041534
440	0.21652892562	0.113738019169
445	0.220661157025	0.113738019169
450	0.22479338843	0.113738019169
455	0.228925619835	0.113738019169
460	0.23305785124	0.113738019169
465	0.237190082645	0.113738019169
470	0.24132231405	0.113738019169
475	0.244628099174	0.114376996805
480	0.248760330579	0.114376996805
485	0.252892561983	0.114376996805
490	0.257024793388	0.114376996805
495	0.259504132231	0.115654952077
500	0.263636363636	0.115654952077
505	0.267768595041	0.115654952077
510	0.271074380165	0.116293929712
515	0.27520661157	0.116293929712
520	0.279338842975	0.116293929712
525	0.28347107438	0.116293929712
530	0.286776859504	0.116932907348
535	0.290909090909	0.116932907348
540	0.295041322314	0.116932907348
545	0.299173553719	0.116932907348
550	0.303305785124	0.116932907348
555	0.306611570248	0.117571884984
560	0.309917355372	0.11821086262
565	0.314049586777	0.11821086262
570	0.317355371901	0.118849840256
575	0.321487603306	0.118849840256
580	0.325619834711	0.118849840256
585	0.329752066116	0.118849840256
590	0.333884297521	0.118849840256
595	0.338016528926	0.118849840256
600	0.34132231405	0.119488817891
605	0.344628099174	0.120127795527
610	0.347933884298	0.120766773163
615	0.351239669421	0.121405750799
620	0.354545454545	0.122044728435
625	0.35867768595	0.122044728435
630	0.362809917355	0.122044728435
635	0.36694214876	0.122044728435
640	0.371074380165	0.122044728435
645	0.37520661157	0.122044728435
650	0.379338842975	0.122044728435
655	0.382644628099	0.12268370607
660	0.386776859504	0.12268370607
665	0.390909090909	0.12268370607
670	0.393388429752	0.123961661342
675	0.397520661157	0.123961661342
680	0.401652892562	0.123961661342
685	0.405785123967	0.123961661342
690	0.409917355372	0.123961661342
695	0.414049586777	0.123961661342
700	0.418181818182	0.123961661342
705	0.422314049587	0.123961661342
710	0.426446280992	0.123961661342
715	0.429752066116	0.124600638978
720	0.433884297521	0.124600638978
725	0.437190082645	0.125239616613
730	0.44132231405	0.125239616613
735	0.445454545455	0.125239616613
740	0.44958677686	0.125239616613
745	0.453719008264	0.125239616613
750	0.457851239669	0.125239616613
755	0.461157024793	0.125878594249
760	0.465289256198	0.125878594249
765	0.468595041322	0.126517571885
770	0.471900826446	0.127156549521
775	0.47520661157	0.127795527157
780	0.478512396694	0.128434504792
785	0.482644628099	0.128434504792
790	0.486776859504	0.128434504792
795	0.490909090909	0.128434504792
800	0.494214876033	0.129073482428
805	0.498347107438	0.129073482428
810	0.502479338843	0.129073482428
815	0.506611570248	0.129073482428
820	0.509917355372	0.129712460064
825	0.514049586777	0.129712460064
830	0.517355371901	0.1303514377
835	0.520661157025	0.130990415335
840	0.52479338843	0.130990415335
845	0.527272727273	0.132268370607
850	0.530578512397	0.132907348243
855	0.534710743802	0.132907348243
860	0.538842975207	0.132907348243
865	0.542975206612	0.132907348243
870	0.547107438017	0.132907348243
875	0.551239669421	0.132907348243
880	0.555371900826	0.132907348243
885	0.559504132231	0.132907348243
890	0.563636363636	0.132907348243
895	0.567768595041	0.132907348243
900	0.569421487603	0.13482428115
905	0.572727272727	0.135463258786
910	0.576859504132	0.135463258786
915	0.580165289256	0.136102236422
920	0.584297520661	0.136102236422
925	0.588429752066	0.136102236422
930	0.592561983471	0.136102236422
935	0.596694214876	0.136102236422
940	0.600826446281	0.136102236422
945	0.604958677686	0.136102236422
950	0.60826446281	0.136741214058
955	0.612396694215	0.136741214058
960	0.61652892562	0.136741214058
965	0.620661157025	0.136741214058
970	0.62479338843	0.136741214058
975	0.627272727273	0.138019169329
980	0.631404958678	0.138019169329
985	0.633884297521	0.139297124601
990	0.638016528926	0.139297124601
995	0.64132231405	0.139936102236
1000	0.644628099174	0.140575079872
1005	0.647933884298	0.141214057508
1010	0.652066115702	0.141214057508
1015	0.654545454545	0.14249201278
1020	0.65867768595	0.14249201278
1025	0.661983471074	0.143130990415
1030	0.664462809917	0.144408945687
1035	0.668595041322	0.144408945687
1040	0.671900826446	0.145047923323
1045	0.67520661157	0.145686900958
1050	0.679338842975	0.145686900958
1055	0.68347107438	0.145686900958
1060	0.685123966942	0.147603833866
1065	0.689256198347	0.147603833866
1070	0.692561983471	0.148242811502
1075	0.695867768595	0.148881789137
1080	0.7	0.148881789137
1085	0.704132231405	0.148881789137
1090	0.707438016529	0.149520766773
1095	0.711570247934	0.149520766773
1100	0.714876033058	0.150159744409
1105	0.719008264463	0.150159744409
1110	0.723140495868	0.150159744409
1115	0.727272727273	0.150159744409
1120	0.730578512397	0.150798722045
1125	0.734710743802	0.150798722045
1130	0.737190082645	0.152076677316
1135	0.74132231405	0.152076677316
1140	0.745454545455	0.152076677316
1145	0.747933884298	0.153354632588
1150	0.751239669421	0.153993610224
1155	0.755371900826	0.153993610224
1160	0.759504132231	0.153993610224
1165	0.761983471074	0.155271565495
1170	0.766115702479	0.155271565495
1175	0.769421487603	0.155910543131
1180	0.772727272727	0.156549520767
1185	0.776033057851	0.157188498403
1190	0.780165289256	0.157188498403
1195	0.784297520661	0.157188498403
1200	0.788429752066	0.157188498403
1205	0.79173553719	0.157827476038
1210	0.793388429752	0.159744408946
1215	0.795867768595	0.161022364217
1220	0.797520661157	0.162939297125
1225	0.8	0.164217252396
1230	0.804132231405	0.164217252396
1235	0.804958677686	0.166773162939
1240	0.807438016529	0.168051118211
1245	0.810743801653	0.168690095847
1250	0.814049586777	0.169329073482
1255	0.817355371901	0.169968051118
1260	0.819834710744	0.17124600639
1265	0.820661157025	0.173801916933
1270	0.823966942149	0.174440894569
1275	0.826446280992	0.17571884984
1280	0.828925619835	0.176996805112
1285	0.828925619835	0.180191693291
1290	0.828925619835	0.18338658147
1295	0.830578512397	0.185303514377
1300	0.832231404959	0.187220447284
1305	0.83305785124	0.189776357827
1310	0.837190082645	0.189776357827
1315	0.84132231405	0.189776357827
1320	0.845454545455	0.189776357827
1325	0.847933884298	0.191054313099
1330	0.852066115702	0.191054313099
1335	0.855371900826	0.191693290735
1340	0.859504132231	0.191693290735
1345	0.863636363636	0.191693290735
1350	0.867768595041	0.191693290735
1355	0.871900826446	0.191693290735
1360	0.876033057851	0.191693290735
1365	0.880165289256	0.191693290735
1370	0.884297520661	0.191693290735
1375	0.888429752066	0.191693290735
1380	0.892561983471	0.191693290735
1385	0.896694214876	0.191693290735
1390	0.9	0.192332268371
1395	0.904132231405	0.192332268371
1400	0.90826446281	0.192332268371
1405	0.911570247934	0.192971246006
1410	0.914876033058	0.193610223642
1415	0.919008264463	0.193610223642
1420	0.922314049587	0.194249201278
1425	0.926446280992	0.194249201278
1430	0.928925619835	0.19552715655
1435	0.93305785124	0.19552715655
1440	0.937190082645	0.19552715655
1445	0.94132231405	0.19552715655
1450	0.944628099174	0.196166134185
1455	0.947107438017	0.197444089457
1460	0.951239669421	0.197444089457
1465	0.955371900826	0.197444089457
1470	0.95867768595	0.198083067093
1475	0.962809917355	0.198083067093
1480	0.96694214876	0.198083067093
1485	0.968595041322	0.2
1490	0.971900826446	0.200638977636
1495	0.974380165289	0.201916932907
1500	0.977685950413	0.202555910543
1505	0.980165289256	0.203833865815
1510	0.980165289256	0.207028753994
1515	0.981818181818	0.208945686901
1520	0.981818181818	0.21214057508
1525	0.981818181818	0.215335463259
1530	0.981818181818	0.218530351438
1535	0.982644628099	0.221086261981
1540	0.98347107438	0.223642172524
1545	0.985123966942	0.225559105431
1550	0.985123966942	0.22875399361
1555	0.985123966942	0.231948881789
1560	0.986776859504	0.233865814696
1565	0.986776859504	0.237060702875
1570	0.986776859504	0.240255591054
1575	0.986776859504	0.243450479233
1580	0.987603305785	0.246006389776
1585	0.988429752066	0.248562300319
1590	0.988429752066	0.251757188498
1595	0.988429752066	0.254952076677
1600	0.988429752066	0.258146964856
1605	0.988429752066	0.261341853035
1610	0.988429752066	0.264536741214
1615	0.988429752066	0.267731629393
1620	0.988429752066	0.270926517572
1625	0.988429752066	0.274121405751
1630	0.988429752066	0.27731629393
1635	0.988429752066	0.280511182109
1640	0.988429752066	0.283706070288
1645	0.988429752066	0.286900958466
1650	0.988429752066	0.290095846645
1655	0.988429752066	0.293290734824
1660	0.988429752066	0.296485623003
1665	0.988429752066	0.299680511182
1670	0.988429752066	0.302875399361
1675	0.988429752066	0.30607028754
1680	0.988429752066	0.309265175719
1685	0.988429752066	0.312460063898
1690	0.988429752066	0.315654952077
1695	0.990082644628	0.317571884984
1700	0.990082644628	0.320766773163
1705	0.990909090909	0.323322683706
1710	0.993388429752	0.324600638978
1715	0.993388429752	0.327795527157
1720	0.993388429752	0.330990415335
1725	0.993388429752	0.334185303514
1730	0.993388429752	0.337380191693
1735	0.993388429752	0.340575079872
1740	0.993388429752	0.343769968051
1745	0.993388429752	0.34696485623
1750	0.995041322314	0.348881789137
1755	0.995041322314	0.352076677316
1760	0.995041322314	0.355271565495
1765	0.995041322314	0.358466453674
1770	0.995041322314	0.361661341853
1775	0.995041322314	0.364856230032
1780	0.995041322314	0.368051118211
1785	0.995041322314	0.37124600639
1790	0.995041322314	0.374440894569
1795	0.995041322314	0.377635782748
1800	0.995041322314	0.380830670927
1805	0.995041322314	0.384025559105
1810	0.995041322314	0.387220447284
1815	0.995041322314	0.390415335463
1820	0.995041322314	0.393610223642
