#k	tpr	fpr
5	0.000572344322344	0.0
10	0.000915750915751	0.000218603126025
15	0.0014880952381	0.000218603126025
20	0.0018315018315	0.000437206252049
25	0.00228937728938	0.000546507815062
30	0.00274725274725	0.000655809378074
35	0.00320512820513	0.000765110941086
40	0.00354853479853	0.000983714067111
45	0.00412087912088	0.000983714067111
50	0.00457875457875	0.00109301563012
55	0.0051510989011	0.00109301563012
60	0.00560897435897	0.00120231719314
65	0.00595238095238	0.00142092031916
70	0.00629578754579	0.00163952344519
75	0.00686813186813	0.00163952344519
80	0.00721153846154	0.00185812657121
85	0.00778388278388	0.00185812657121
90	0.00824175824176	0.00196742813422
95	0.0088141025641	0.00196742813422
100	0.00927197802198	0.00207672969723
105	0.00961538461538	0.00229533282326
110	0.0101877289377	0.00229533282326
115	0.0107600732601	0.00229533282326
120	0.0112179487179	0.00240463438627
125	0.0116758241758	0.00251393594928
130	0.0122481684982	0.00251393594928
135	0.012706043956	0.0026232375123
140	0.0130494505495	0.00284184063832
145	0.0135073260073	0.00295114220133
150	0.0140796703297	0.00295114220133
155	0.014652014652	0.00295114220133
160	0.014880952381	0.00327904689037
165	0.0154532967033	0.00327904689037
170	0.0156822344322	0.00360695157941
175	0.0162545787546	0.00360695157941
180	0.0168269230769	0.00360695157941
185	0.0172847985348	0.00371625314242
190	0.0177426739927	0.00382555470543
195	0.0180860805861	0.00404415783146
200	0.0184294871795	0.00426276095748
205	0.0186584249084	0.00459066564652
210	0.0192307692308	0.00459066564652
215	0.0195741758242	0.00480926877254
220	0.0200320512821	0.00491857033556
225	0.0206043956044	0.00491857033556
230	0.0211767399267	0.00491857033556
235	0.0215201465201	0.00513717346158
240	0.0220924908425	0.00513717346158
245	0.0224358974359	0.00535577658761
250	0.0228937728938	0.00546507815062
255	0.0234661172161	0.00546507815062
260	0.023923992674	0.00557437971363
265	0.0243818681319	0.00568368127664
270	0.0248397435897	0.00579298283965
275	0.0252976190476	0.00590228440267
280	0.0257554945055	0.00601158596568
285	0.02586996337	0.00644879221773
290	0.0263278388278	0.00655809378074
295	0.0266712454212	0.00677669690677
300	0.0270146520147	0.00699530003279
305	0.0273580586081	0.00721390315882
310	0.0277014652015	0.00743250628484
315	0.0280448717949	0.00765110941086
320	0.0286172161172	0.00765110941086
325	0.0288461538462	0.0079790140999
330	0.029304029304	0.00808831566291
335	0.0298763736264	0.00808831566291
340	0.0304487179487	0.00808831566291
345	0.0305631868132	0.00852552191496
350	0.0310210622711	0.00863482347798
355	0.0313644688645	0.008853426604
360	0.0319368131868	0.008853426604
365	0.0323946886447	0.00896272816701
370	0.0328525641026	0.00907202973003
375	0.033195970696	0.00929063285605
380	0.0336538461538	0.00939993441906
385	0.0339972527473	0.00961853754509
390	0.0344551282051	0.0097278391081
395	0.0350274725275	0.0097278391081
400	0.0354853479853	0.00983714067111
405	0.0358287545788	0.0100557437971
410	0.0362866300366	0.0101650453601
415	0.036858974359	0.0101650453601
420	0.0372023809524	0.0103836484862
425	0.0377747252747	0.0103836484862
430	0.0383470695971	0.0103836484862
435	0.0388049450549	0.0104929500492
440	0.0392628205128	0.0106022516122
445	0.0396062271062	0.0108208547382
450	0.0401785714286	0.0108208547382
455	0.0406364468864	0.0109301563012
460	0.0410943223443	0.0110394578642
465	0.0414377289377	0.0112580609903
470	0.0417811355311	0.0114766641163
475	0.0423534798535	0.0114766641163
480	0.0429258241758	0.0114766641163
485	0.0434981684982	0.0114766641163
490	0.0436126373626	0.0119138703683
495	0.044184981685	0.0119138703683
500	0.0445283882784	0.0121324734944
505	0.0449862637363	0.0122417750574
510	0.0454441391941	0.0123510766204
515	0.0457875457875	0.0125696797464
520	0.046130952381	0.0127882828724
525	0.0467032967033	0.0127882828724
530	0.0471611721612	0.0128975844355
535	0.0475045787546	0.0131161875615
540	0.0479624542125	0.0132254891245
545	0.0483058608059	0.0134440922505
550	0.0487637362637	0.0135533938135
555	0.0491071428571	0.0137719969396
560	0.049565018315	0.0138812985026
565	0.0499084249084	0.0140999016286
570	0.0503663003663	0.0142092031916
575	0.0508241758242	0.0143185047546
580	0.0510531135531	0.0146464094437
585	0.051510989011	0.0147557110067
590	0.0520833333333	0.0147557110067
595	0.0523122710623	0.0150836156957
600	0.0525412087912	0.0154115203847
605	0.0531135531136	0.0154115203847
610	0.0536858974359	0.0154115203847
615	0.0540293040293	0.0156301235108
620	0.0544871794872	0.0157394250738
625	0.0549450549451	0.0158487266368
630	0.0555173992674	0.0158487266368
635	0.0559752747253	0.0159580281998
640	0.0564331501832	0.0160673297628
645	0.0570054945055	0.0160673297628
650	0.0573489010989	0.0162859328888
655	0.0579212454212	0.0162859328888
660	0.0582646520147	0.0165045360149
665	0.0587225274725	0.0166138375779
670	0.0592948717949	0.0166138375779
675	0.0596382783883	0.0168324407039
680	0.0598672161172	0.0171603453929
685	0.0603250915751	0.017269646956
690	0.060782967033	0.017378948519
695	0.0613553113553	0.017378948519
700	0.0616987179487	0.017597551645
705	0.0620421245421	0.017816154771
710	0.0626144688645	0.017816154771
715	0.0631868131868	0.017816154771
720	0.0637591575092	0.017816154771
725	0.064217032967	0.017925456334
730	0.0647893772894	0.017925456334
735	0.0652472527473	0.018034757897
740	0.0655906593407	0.0182533610231
745	0.0660485347985	0.0183626625861
750	0.0663919413919	0.0185812657121
755	0.0668498168498	0.0186905672751
760	0.0673076923077	0.0187998688381
765	0.0676510989011	0.0190184719641
770	0.0682234432234	0.0190184719641
775	0.0685668498168	0.0192370750902
780	0.0690247252747	0.0193463766532
