#k	tpr	fpr
5	0.0	0.00226449275362
10	0.000825082508251	0.00407608695652
15	0.000825082508251	0.00634057971014
20	0.000825082508251	0.00860507246377
25	0.000825082508251	0.0108695652174
30	0.000825082508251	0.013134057971
35	0.000825082508251	0.0153985507246
40	0.000825082508251	0.0176630434783
45	0.000825082508251	0.0199275362319
50	0.000825082508251	0.0221920289855
55	0.000825082508251	0.0244565217391
60	0.000825082508251	0.0267210144928
65	0.000825082508251	0.0289855072464
70	0.000825082508251	0.03125
75	0.000825082508251	0.0335144927536
80	0.000825082508251	0.0357789855072
85	0.00247524752475	0.0371376811594
90	0.00247524752475	0.039402173913
95	0.00247524752475	0.0416666666667
100	0.003300330033	0.0434782608696
105	0.00412541254125	0.0452898550725
110	0.00412541254125	0.0475543478261
115	0.00412541254125	0.0498188405797
120	0.00412541254125	0.0520833333333
125	0.00577557755776	0.0534420289855
130	0.00577557755776	0.0557065217391
135	0.00990099009901	0.0557065217391
140	0.0140264026403	0.0557065217391
145	0.016501650165	0.0566123188406
150	0.019801980198	0.0570652173913
155	0.0239273927393	0.0570652173913
160	0.0280528052805	0.0570652173913
165	0.0321782178218	0.0570652173913
170	0.036303630363	0.0570652173913
175	0.039603960396	0.057518115942
180	0.0437293729373	0.057518115942
185	0.0478547854785	0.057518115942
190	0.0519801980198	0.057518115942
195	0.0561056105611	0.057518115942
200	0.0594059405941	0.0579710144928
205	0.0627062706271	0.0584239130435
210	0.0668316831683	0.0584239130435
215	0.0709570957096	0.0584239130435
220	0.0750825082508	0.0584239130435
225	0.0792079207921	0.0584239130435
230	0.0833333333333	0.0584239130435
235	0.0866336633663	0.0588768115942
240	0.0907590759076	0.0588768115942
245	0.0940594059406	0.0593297101449
250	0.0973597359736	0.0597826086957
255	0.101485148515	0.0597826086957
260	0.105610561056	0.0597826086957
265	0.108910891089	0.0602355072464
270	0.112211221122	0.0606884057971
275	0.116336633663	0.0606884057971
280	0.119636963696	0.0611413043478
285	0.123762376238	0.0611413043478
290	0.123762376238	0.0634057971014
295	0.123762376238	0.0656702898551
300	0.123762376238	0.0679347826087
305	0.126237623762	0.0688405797101
310	0.130363036304	0.0688405797101
315	0.133663366337	0.0692934782609
320	0.137788778878	0.0692934782609
325	0.141914191419	0.0692934782609
330	0.14603960396	0.0692934782609
335	0.150165016502	0.0692934782609
340	0.153465346535	0.0697463768116
345	0.156765676568	0.0701992753623
350	0.160891089109	0.0701992753623
355	0.164191419142	0.070652173913
360	0.166666666667	0.0715579710145
365	0.170792079208	0.0715579710145
370	0.174917491749	0.0715579710145
375	0.178217821782	0.0720108695652
380	0.181518151815	0.0724637681159
385	0.185643564356	0.0724637681159
390	0.189768976898	0.0724637681159
395	0.193894389439	0.0724637681159
400	0.19801980198	0.0724637681159
405	0.201320132013	0.0729166666667
410	0.205445544554	0.0729166666667
415	0.209570957096	0.0729166666667
420	0.213696369637	0.0729166666667
425	0.217821782178	0.0729166666667
430	0.221122112211	0.0733695652174
435	0.224422442244	0.0738224637681
440	0.227722772277	0.0742753623188
445	0.23102310231	0.0747282608696
450	0.235148514851	0.0747282608696
455	0.239273927393	0.0747282608696
460	0.242574257426	0.0751811594203
465	0.246699669967	0.0751811594203
470	0.250825082508	0.0751811594203
475	0.25495049505	0.0751811594203
480	0.259075907591	0.0751811594203
485	0.262376237624	0.075634057971
490	0.264851485149	0.0765398550725
495	0.267326732673	0.0774456521739
500	0.271452145215	0.0774456521739
505	0.275577557756	0.0774456521739
510	0.278877887789	0.0778985507246
515	0.282178217822	0.0783514492754
520	0.286303630363	0.0783514492754
525	0.290429042904	0.0783514492754
530	0.294554455446	0.0783514492754
535	0.298679867987	0.0783514492754
540	0.302805280528	0.0783514492754
545	0.306930693069	0.0783514492754
550	0.311056105611	0.0783514492754
555	0.313531353135	0.0792572463768
560	0.317656765677	0.0792572463768
565	0.320132013201	0.0801630434783
570	0.324257425743	0.0801630434783
575	0.328382838284	0.0801630434783
580	0.332508250825	0.0801630434783
585	0.335808580858	0.080615942029
590	0.339108910891	0.0810688405797
595	0.343234323432	0.0810688405797
600	0.346534653465	0.0815217391304
605	0.349834983498	0.0819746376812
610	0.35396039604	0.0819746376812
615	0.358085808581	0.0819746376812
620	0.362211221122	0.0819746376812
625	0.366336633663	0.0819746376812
630	0.370462046205	0.0819746376812
635	0.373762376238	0.0824275362319
640	0.377887788779	0.0824275362319
645	0.38201320132	0.0824275362319
650	0.385313531353	0.0828804347826
655	0.389438943894	0.0828804347826
660	0.392739273927	0.0833333333333
665	0.39603960396	0.0837862318841
670	0.399339933993	0.0842391304348
675	0.403465346535	0.0842391304348
680	0.407590759076	0.0842391304348
685	0.411716171617	0.0842391304348
690	0.414191419142	0.0851449275362
695	0.416666666667	0.0860507246377
700	0.420792079208	0.0860507246377
705	0.424917491749	0.0860507246377
710	0.42904290429	0.0860507246377
715	0.433168316832	0.0860507246377
720	0.437293729373	0.0860507246377
725	0.439768976898	0.0869565217391
730	0.443894389439	0.0869565217391
735	0.447194719472	0.0874094202899
740	0.450495049505	0.0878623188406
745	0.453795379538	0.0883152173913
750	0.457920792079	0.0883152173913
755	0.461221122112	0.088768115942
760	0.465346534653	0.088768115942
765	0.469471947195	0.088768115942
770	0.473597359736	0.088768115942
775	0.476897689769	0.0892210144928
780	0.480198019802	0.0896739130435
785	0.482673267327	0.0905797101449
790	0.486798679868	0.0905797101449
795	0.488448844884	0.0919384057971
800	0.492574257426	0.0919384057971
805	0.496699669967	0.0919384057971
810	0.5	0.0923913043478
815	0.502475247525	0.0932971014493
820	0.506600660066	0.0932971014493
825	0.509900990099	0.09375
830	0.512376237624	0.0946557971014
835	0.515676567657	0.0951086956522
840	0.51897689769	0.0955615942029
845	0.522277227723	0.0960144927536
850	0.526402640264	0.0960144927536
855	0.529702970297	0.0964673913043
860	0.533828382838	0.0964673913043
865	0.537128712871	0.0969202898551
870	0.541254125413	0.0969202898551
875	0.544554455446	0.0973731884058
880	0.548679867987	0.0973731884058
885	0.552805280528	0.0973731884058
890	0.555280528053	0.0982789855072
895	0.559405940594	0.0982789855072
900	0.562706270627	0.098731884058
905	0.564356435644	0.10009057971
910	0.567656765677	0.100543478261
915	0.57095709571	0.100996376812
920	0.574257425743	0.101449275362
925	0.578382838284	0.101449275362
930	0.582508250825	0.101449275362
935	0.585808580858	0.101902173913
940	0.589933993399	0.101902173913
945	0.592409240924	0.102807971014
950	0.595709570957	0.103260869565
955	0.599834983498	0.103260869565
960	0.602310231023	0.104166666667
965	0.605610561056	0.104619565217
970	0.608910891089	0.105072463768
975	0.612211221122	0.105525362319
980	0.615511551155	0.10597826087
985	0.618811881188	0.10643115942
990	0.622112211221	0.106884057971
995	0.625412541254	0.107336956522
1000	0.629537953795	0.107336956522
1005	0.632838283828	0.107789855072
1010	0.636138613861	0.108242753623
1015	0.638613861386	0.109148550725
1020	0.641914191419	0.109601449275
1025	0.645214521452	0.110054347826
1030	0.648514851485	0.110507246377
1035	0.650165016502	0.111865942029
1040	0.653465346535	0.11231884058
1045	0.657590759076	0.11231884058
1050	0.659240924092	0.113677536232
1055	0.663366336634	0.113677536232
1060	0.667491749175	0.113677536232
1065	0.671617161716	0.113677536232
1070	0.674917491749	0.114130434783
1075	0.678217821782	0.114583333333
1080	0.681518151815	0.115036231884
1085	0.684818481848	0.115489130435
1090	0.688943894389	0.115489130435
1095	0.693069306931	0.115489130435
1100	0.694719471947	0.116847826087
1105	0.69801980198	0.117300724638
1110	0.700495049505	0.118206521739
1115	0.70297029703	0.119112318841
1120	0.705445544554	0.120018115942
1125	0.709570957096	0.120018115942
1130	0.711221122112	0.121376811594
1135	0.712871287129	0.122735507246
1140	0.714521452145	0.124094202899
1145	0.716171617162	0.125452898551
1150	0.716171617162	0.127717391304
1155	0.719471947195	0.128170289855
1160	0.722772277228	0.128623188406
1165	0.726072607261	0.129076086957
1170	0.728547854785	0.129981884058
1175	0.730198019802	0.13134057971
1180	0.734323432343	0.13134057971
1185	0.737623762376	0.131793478261
1190	0.741749174917	0.131793478261
1195	0.742574257426	0.133605072464
1200	0.745874587459	0.134057971014
1205	0.747524752475	0.135416666667
1210	0.750825082508	0.135869565217
1215	0.751650165017	0.13768115942
1220	0.755775577558	0.13768115942
1225	0.757425742574	0.139039855072
1230	0.757425742574	0.141304347826
1235	0.760726072607	0.141757246377
1240	0.763201320132	0.142663043478
1245	0.76402640264	0.144474637681
1250	0.768151815182	0.144474637681
1255	0.76897689769	0.146286231884
1260	0.770627062706	0.147644927536
1265	0.773927392739	0.148097826087
1270	0.775577557756	0.149456521739
1275	0.778052805281	0.150362318841
1280	0.782178217822	0.150362318841
1285	0.783828382838	0.151721014493
1290	0.785478547855	0.153079710145
1295	0.788778877888	0.153532608696
1300	0.792079207921	0.153985507246
1305	0.794554455446	0.154891304348
1310	0.795379537954	0.156702898551
1315	0.798679867987	0.157155797101
1320	0.80198019802	0.157608695652
1325	0.802805280528	0.159420289855
1330	0.806930693069	0.159420289855
1335	0.806930693069	0.161684782609
1340	0.810231023102	0.162137681159
1345	0.811881188119	0.163496376812
1350	0.815181518152	0.163949275362
1355	0.816831683168	0.165307971014
1360	0.816831683168	0.167572463768
1365	0.816831683168	0.169836956522
1370	0.819306930693	0.170742753623
1375	0.821782178218	0.171648550725
1380	0.825907590759	0.171648550725
1385	0.8300330033	0.171648550725
1390	0.831683168317	0.173007246377
1395	0.83498349835	0.173460144928
1400	0.83498349835	0.175724637681
1405	0.836633663366	0.177083333333
1410	0.838283828383	0.178442028986
1415	0.840759075908	0.179347826087
1420	0.841584158416	0.18115942029
1425	0.844059405941	0.182065217391
1430	0.846534653465	0.182971014493
1435	0.849834983498	0.183423913043
1440	0.851485148515	0.184782608696
1445	0.853135313531	0.186141304348
1450	0.853135313531	0.188405797101
1455	0.854785478548	0.189764492754
1460	0.854785478548	0.192028985507
1465	0.856435643564	0.193387681159
1470	0.858085808581	0.194746376812
1475	0.861386138614	0.195199275362
1480	0.863861386139	0.196105072464
1485	0.866336633663	0.197010869565
1490	0.86798679868	0.198369565217
1495	0.868811881188	0.20018115942
1500	0.870462046205	0.201539855072
1505	0.872112211221	0.202898550725
1510	0.873762376238	0.204257246377
1515	0.875412541254	0.205615942029
1520	0.877062706271	0.206974637681
1525	0.878712871287	0.208333333333
1530	0.881188118812	0.209239130435
1535	0.882838283828	0.210597826087
1540	0.884488448845	0.211956521739
1545	0.886138613861	0.213315217391
1550	0.887788778878	0.214673913043
1555	0.890264026403	0.215579710145
1560	0.892739273927	0.216485507246
1565	0.894389438944	0.217844202899
1570	0.895214521452	0.219655797101
1575	0.897689768977	0.220561594203
1580	0.897689768977	0.222826086957
1585	0.899339933993	0.224184782609
1590	0.902640264026	0.224637681159
1595	0.902640264026	0.226902173913
1600	0.904290429043	0.228260869565
1605	0.905940594059	0.229619565217
1610	0.905940594059	0.231884057971
1615	0.907590759076	0.233242753623
1620	0.907590759076	0.235507246377
1625	0.907590759076	0.23777173913
1630	0.907590759076	0.240036231884
1635	0.907590759076	0.242300724638
1640	0.909240924092	0.24365942029
1645	0.909240924092	0.245923913043
1650	0.910891089109	0.247282608696
1655	0.912541254125	0.248641304348
1660	0.914191419142	0.25
1665	0.915841584158	0.251358695652
1670	0.918316831683	0.252264492754
1675	0.919141914191	0.254076086957
1680	0.920792079208	0.255434782609
1685	0.922442244224	0.256793478261
1690	0.922442244224	0.259057971014
1695	0.922442244224	0.261322463768
1700	0.924917491749	0.26222826087
1705	0.925742574257	0.264039855072
1710	0.925742574257	0.266304347826
1715	0.925742574257	0.26856884058
1720	0.925742574257	0.270833333333
1725	0.927392739274	0.272192028986
1730	0.928217821782	0.274003623188
1735	0.92904290429	0.275815217391
1740	0.932343234323	0.276268115942
1745	0.93399339934	0.277626811594
