#F1_score	percentage
0.0	0.000449236298293
0.010101010101	0.000449236298293
0.020202020202	0.00134770889488
0.030303030303	0.00449236298293
0.040404040404	0.00584007187781
0.0505050505051	0.00808625336927
0.0606060606061	0.00988319856244
0.0707070707071	0.0125786163522
0.0808080808081	0.0143755615454
0.0909090909091	0.0157232704403
0.10101010101	0.01841868823
0.111111111111	0.0206648697215
0.121212121212	0.0224618149146
0.131313131313	0.0242587601078
0.141414141414	0.0265049415993
0.151515151515	0.0287511230907
0.161616161616	0.0314465408805
0.171717171717	0.0332434860737
0.181818181818	0.0354896675651
0.191919191919	0.0377358490566
0.20202020202	0.0408805031447
0.212121212121	0.0435759209344
0.222222222222	0.0458221024259
0.232323232323	0.047619047619
0.242424242424	0.0503144654088
0.252525252525	0.0525606469003
0.262626262626	0.0561545372866
0.272727272727	0.0588499550764
0.282828282828	0.0610961365678
0.292929292929	0.0633423180593
0.30303030303	0.0660377358491
0.313131313131	0.0678346810422
0.323232323232	0.0696316262354
0.333333333333	0.0732255166217
0.343434343434	0.0759209344115
0.353535353535	0.078167115903
0.363636363636	0.0804132973944
0.373737373737	0.0826594788859
0.383838383838	0.0867026055705
0.393939393939	0.0893980233603
0.40404040404	0.0925426774483
0.414141414141	0.0947888589398
0.424242424242	0.0974842767296
0.434343434343	0.100179694519
0.444444444444	0.103773584906
0.454545454545	0.107367475292
0.464646464646	0.110961365678
0.474747474747	0.114106019766
0.484848484848	0.116801437556
0.494949494949	0.119946091644
0.505050505051	0.123090745732
0.515151515152	0.127583108715
0.525252525253	0.137017070979
0.535353535354	0.191374663073
0.545454545455	0.233153638814
0.555555555556	0.273135669362
0.565656565657	0.31042228212
0.575757575758	0.353099730458
0.585858585859	0.388140161725
0.59595959596	0.426774483378
0.606060606061	0.456424079066
0.616161616162	0.500449236298
0.626262626263	0.530997304582
0.636363636364	0.536388140162
0.646464646465	0.544923629829
0.656565656566	0.571428571429
0.666666666667	0.602425876011
0.676767676768	0.630727762803
0.686868686869	0.648697214735
0.69696969697	0.676549865229
0.707070707071	0.702156334232
0.717171717172	0.727762803235
0.727272727273	0.754267744834
0.737373737374	0.796046720575
0.747474747475	0.816262353998
0.757575757576	0.848158131177
0.767676767677	0.896226415094
0.777777777778	0.975741239892
0.787878787879	1.0
0.79797979798	1.0
0.808080808081	1.0
0.818181818182	1.0
0.828282828283	1.0
0.838383838384	1.0
0.848484848485	1.0
0.858585858586	1.0
0.868686868687	1.0
0.878787878788	1.0
0.888888888889	1.0
0.89898989899	1.0
0.909090909091	1.0
0.919191919192	1.0
0.929292929293	1.0
0.939393939394	1.0
0.949494949495	1.0
0.959595959596	1.0
0.969696969697	1.0
0.979797979798	1.0
0.989898989899	1.0
1.0	1.0
