#thresholds	precision	recall
0.345784246922	0.504491017964	1.0
0.346314370632	0.530183727034	0.999010880317
0.347123086452	0.530462184874	0.999010880317
0.347528398037	0.53101997897	0.999010880317
0.34816634655	0.531299316149	0.999010880317
0.34834420681	0.531578947368	0.999010880317
0.352693617344	0.531858873091	0.999010880317
0.35306802392	0.532139093783	0.999010880317
0.353170871735	0.53241960991	0.999010880317
0.353443145752	0.532700421941	0.999010880317
0.353467285633	0.532981530343	0.999010880317
0.354007482529	0.533262935586	0.999010880317
0.35428199172	0.533544638141	0.999010880317
0.354534894228	0.533826638478	0.999010880317
0.355153530836	0.53410893707	0.999010880317
0.355153560638	0.534391534392	0.999010880317
0.355536103249	0.534674430916	0.999010880317
0.355823755264	0.535524920467	0.999010880317
0.356858104467	0.536093418259	0.999010880317
0.357196807861	0.536378120021	0.999010880317
0.359337866306	0.536663124336	0.999010880317
0.359629809856	0.536948431685	0.999010880317
0.359951764345	0.537234042553	0.999010880317
0.363014578819	0.537519957424	0.999010880317
0.363056063652	0.537806176784	0.999010880317
0.36364993453	0.538092701119	0.999010880317
0.363979905844	0.538379530917	0.999010880317
0.365273058414	0.538666666667	0.999010880317
0.365702271461	0.538954108858	0.999010880317
0.36693033576	0.539241857982	0.999010880317
0.367725372314	0.53952991453	0.999010880317
0.367926806211	0.539818278995	0.999010880317
0.368128955364	0.540106951872	0.999010880317
0.36817330122	0.540395933654	0.999010880317
0.368444919586	0.540685224839	0.999010880317
0.369190394878	0.540974825924	0.999010880317
0.369477689266	0.541264737406	0.999010880317
0.369614005089	0.541554959786	0.999010880317
0.369616419077	0.541845493562	0.999010880317
0.371462464333	0.542136339238	0.999010880317
0.372483193874	0.542427497315	0.999010880317
0.372795134783	0.542718968297	0.999010880317
0.373206079006	0.543010752688	0.999010880317
0.373604357243	0.543302850995	0.999010880317
0.375218749046	0.543595263724	0.999010880317
0.376225799322	0.543887991384	0.999010880317
0.37682852149	0.544181034483	0.999010880317
0.377088904381	0.544474393531	0.999010880317
0.377124905586	0.54476806904	0.999010880317
0.37715870142	0.545062061522	0.999010880317
0.377691566944	0.54535637149	0.999010880317
0.377806812525	0.54565099946	0.999010880317
0.379316478968	0.545945945946	0.999010880317
0.382766097784	0.546241211466	0.999010880317
0.383805036545	0.546536796537	0.999010880317
0.383930295706	0.546832701678	0.999010880317
0.384067237377	0.547128927411	0.999010880317
0.384707897902	0.547425474255	0.999010880317
0.385369598866	0.547722342733	0.999010880317
0.386202991009	0.54801953337	0.999010880317
0.386383235455	0.548317046688	0.999010880317
0.387305259705	0.548614883216	0.999010880317
0.388078093529	0.548913043478	0.999010880317
0.388285130262	0.549211528004	0.999010880317
0.390446960926	0.549510337323	0.999010880317
0.391313910484	0.549809471965	0.999010880317
0.392653077841	0.550108932462	0.999010880317
0.394329488277	0.550408719346	0.999010880317
0.394613921642	0.550708833152	0.999010880317
0.395776987076	0.554335894621	0.999010880317
0.39739599824	0.554640307523	0.999010880317
0.399401307106	0.554945054945	0.999010880317
0.399427771568	0.555250137438	0.999010880317
0.39970511198	0.555555555556	0.999010880317
0.400404810905	0.555861309851	0.999010880317
0.400923252106	0.556167400881	0.999010880317
0.40120574832	0.556473829201	0.999010880317
0.402131825686	0.556780595369	0.999010880317
0.40237903595	0.557087699945	0.999010880317
0.405699491501	0.557395143488	0.999010880317
0.405803769827	0.55770292656	0.999010880317
0.409822762012	0.558011049724	0.999010880317
0.412666559219	0.558319513543	0.999010880317
0.414212197065	0.558628318584	0.999010880317
0.414275079966	0.558937465412	0.999010880317
0.414466291666	0.559246954596	0.999010880317
0.415020495653	0.559556786704	0.999010880317
0.415189564228	0.559866962306	0.999010880317
0.417601436377	0.560177481974	0.999010880317
0.418311417103	0.560488346282	0.999010880317
0.419633120298	0.560799555802	0.999010880317
0.419838517904	0.561423012785	0.999010880317
0.421571940184	0.561735261402	0.999010880317
0.421577602625	0.56204785754	0.999010880317
0.422504425049	0.562360801782	0.999010880317
0.424195766449	0.562674094708	0.999010880317
0.424238234758	0.562987736901	0.999010880317
0.424750626087	0.563301728946	0.999010880317
0.425122439861	0.563616071429	0.999010880317
0.425241649151	0.563930764936	0.999010880317
0.425580322742	0.564245810056	0.999010880317
0.426345318556	0.564561207378	0.999010880317
0.426555216312	0.564876957494	0.999010880317
0.430390805006	0.565193060996	0.999010880317
0.431124866009	0.565509518477	0.999010880317
0.431243151426	0.565826330532	0.999010880317
0.431249201298	0.566143497758	0.999010880317
0.432397574186	0.566461020752	0.999010880317
0.433253675699	0.566778900112	0.999010880317
0.434069424868	0.56709713644	0.999010880317
0.435398042202	0.567415730337	0.999010880317
0.437682241201	0.567734682406	0.999010880317
0.438146173954	0.568053993251	0.999010880317
0.439229696989	0.568373663478	0.999010880317
0.439561098814	0.569334836528	0.999010880317
0.444054275751	0.569655950367	0.999010880317
0.44479188323	0.569977426637	0.999010880317
0.444895505905	0.570621468927	0.999010880317
0.445468068123	0.570944036179	0.999010880317
0.446020841599	0.571266968326	0.999010880317
0.447257757187	0.571590265988	0.999010880317
0.447375357151	0.571913929785	0.999010880317
0.448070675135	0.57223796034	0.999010880317
0.448136895895	0.572562358277	0.999010880317
0.45031195879	0.573212258797	0.999010880317
0.450999468565	0.573537762635	0.999010880317
0.45232385397	0.573863636364	0.999010880317
0.453066468239	0.574189880614	0.999010880317
0.454153388739	0.574516496018	0.999010880317
0.456330448389	0.57484348321	0.999010880317
0.456348329782	0.575170842825	0.999010880317
0.457243442535	0.575498575499	0.999010880317
0.457249760628	0.57582668187	0.999010880317
0.459466964006	0.576155162578	0.999010880317
0.459849953651	0.576484018265	0.999010880317
0.460632890463	0.576813249572	0.999010880317
0.460736870766	0.577142857143	0.999010880317
0.46321412921	0.577472841624	0.999010880317
0.463401794434	0.577803203661	0.999010880317
0.463529318571	0.578133943904	0.999010880317
0.463825911283	0.578465063001	0.999010880317
0.464418292046	0.578796561605	0.999010880317
0.46667855978	0.579128440367	0.999010880317
0.466728776693	0.579460699943	0.999010880317
0.466814279556	0.579793340987	0.999010880317
0.467595219612	0.580126364159	0.999010880317
0.469064235687	0.580459770115	0.999010880317
0.470697462559	0.580793559517	0.999010880317
0.471287459135	0.581127733026	0.999010880317
0.473843425512	0.581462291307	0.999010880317
0.473843455315	0.581797235023	0.999010880317
0.474893927574	0.582132564841	0.999010880317
0.476634442806	0.58246828143	0.999010880317
0.476799100637	0.582804385459	0.999010880317
0.476989477873	0.583140877598	0.999010880317
0.4781652987	0.583477758521	0.999010880317
0.478448778391	0.583815028902	0.999010880317
0.48082023859	0.584152689416	0.999010880317
0.481175988913	0.584490740741	0.999010880317
0.481979012489	0.584829183555	0.999010880317
0.482092916965	0.58516801854	0.999010880317
0.484090983868	0.585507246377	0.999010880317
0.484666228294	0.585846867749	0.999010880317
0.484915792942	0.586186883343	0.999010880317
0.48522156477	0.586527293844	0.999010880317
0.485552042723	0.586868099942	0.999010880317
0.48655885458	0.587209302326	0.999010880317
0.487173110247	0.587550901687	0.999010880317
0.48726311326	0.587892898719	0.999010880317
0.487688571215	0.588235294118	0.999010880317
0.487869799137	0.588578088578	0.999010880317
0.488186538219	0.588921282799	0.999010880317
0.488423585892	0.58926487748	0.999010880317
0.489769279957	0.589953271028	0.999010880317
0.49045342207	0.590298071303	0.999010880317
0.491533458233	0.590643274854	0.999010880317
0.492691576481	0.590988882387	0.999010880317
0.493804395199	0.591334894614	0.999010880317
0.493814617395	0.597271648873	0.996043521266
0.494617283344	0.59762611276	0.996043521266
0.495128184557	0.597980997625	0.996043521266
0.495455235243	0.598336304219	0.996043521266
0.496306926012	0.598692033294	0.996043521266
0.496948778629	0.599048185604	0.996043521266
0.497708141804	0.599761762954	0.996043521266
0.497782975435	0.600119189511	0.996043521266
0.498087584972	0.600835322196	0.996043521266
0.498820781708	0.601553166069	0.996043521266
0.499285101891	0.60191273162	0.996043521266
0.49957460165	0.602272727273	0.996043521266
0.499754577875	0.605532170776	0.996043521266
0.499870806932	0.605896510229	0.996043521266
0.500113844872	0.60626128838	0.996043521266
0.500178933144	0.606626506024	0.996043521266
0.500622630119	0.606992163954	0.996043521266
0.501136243343	0.607358262967	0.996043521266
0.501867234707	0.607724803862	0.996043521266
0.502247929573	0.60809178744	0.996043521266
0.502653598785	0.608459214502	0.996043521266
0.504269182682	0.608827085852	0.996043521266
0.504870831966	0.609195402299	0.996043521266
0.504962921143	0.609564164649	0.996043521266
0.505120575428	0.609933373713	0.996043521266
0.505280137062	0.610303030303	0.996043521266
0.506344974041	0.610673135233	0.996043521266
0.506509184837	0.61104368932	0.996043521266
0.507064521313	0.611414693382	0.996043521266
0.507409274578	0.611786148238	0.996043521266
0.507491111755	0.612158054711	0.996043521266
0.507504999638	0.612530413625	0.996043521266
0.510048866272	0.612903225806	0.996043521266
0.510367393494	0.613276492083	0.996043521266
0.511357963085	0.613650213285	0.996043521266
0.512909293175	0.614024390244	0.996043521266
0.513467252254	0.614399023795	0.996043521266
0.513688445091	0.614774114774	0.996043521266
0.515084505081	0.61514966402	0.996043521266
0.515808343887	0.615525672372	0.996043521266
0.516006171703	0.615902140673	0.996043521266
0.517172694206	0.616279069767	0.996043521266
0.517493963242	0.616656460502	0.996043521266
0.519341945648	0.617034313725	0.996043521266
0.519385576248	0.617412630288	0.996043521266
0.519555926323	0.617791411043	0.996043521266
0.519556105137	0.618170656845	0.996043521266
0.519817352295	0.61855036855	0.996043521266
0.520596027374	0.618930547019	0.996043521266
0.520978927612	0.619311193112	0.996043521266
0.521453619003	0.619692307692	0.996043521266
0.521638393402	0.620073891626	0.996043521266
0.522023916245	0.620455945779	0.996043521266
0.522659420967	0.620838471023	0.996043521266
0.522891998291	0.621221468229	0.996043521266
0.523812413216	0.621604938272	0.996043521266
0.524245977402	0.621988882026	0.996043521266
0.525146842003	0.622373300371	0.996043521266
0.525688111782	0.622758194187	0.996043521266
0.5259770751	0.623143564356	0.996043521266
0.52608114481	0.623529411765	0.996043521266
0.526509702206	0.623915737299	0.996043521266
0.527391433716	0.624302541847	0.996043521266
0.528772950172	0.624689826303	0.996043521266
0.529738605022	0.625077591558	0.996043521266
0.529931247234	0.626633478531	0.996043521266
0.530270278454	0.62702366127	0.996043521266
0.530324459076	0.627414330218	0.996043521266
0.530423343182	0.627805486284	0.996043521266
0.531426429749	0.628197130381	0.996043521266
0.532489001751	0.628589263421	0.996043521266
0.533824205399	0.630162703379	0.996043521266
0.53490459919	0.630557294928	0.996043521266
0.536300897598	0.630952380952	0.996043521266
0.53653806448	0.631347962382	0.996043521266
0.537044405937	0.631744040151	0.996043521266
0.537671327591	0.632140615191	0.996043521266
0.539301335812	0.632537688442	0.996043521266
0.541047692299	0.632935260842	0.996043521266
0.541667699814	0.633333333333	0.996043521266
0.542206645012	0.63373190686	0.996043521266
0.542916238308	0.634130982368	0.996043521266
0.543223381042	0.634530560807	0.996043521266
0.54379594326	0.634930643127	0.996043521266
0.54405605793	0.635331230284	0.996043521266
0.544828414917	0.635732323232	0.996043521266
0.544987559319	0.636938646426	0.996043521266
0.545644700527	0.637341772152	0.996043521266
0.546533286572	0.637745408486	0.996043521266
0.547535657883	0.638149556401	0.996043521266
0.547885477543	0.638554216867	0.996043521266
0.548334598541	0.638959390863	0.996043521266
0.549145162106	0.639365079365	0.996043521266
0.549372673035	0.639771283355	0.996043521266
0.549763321877	0.640178003814	0.996043521266
0.549804449081	0.64058524173	0.996043521266
0.552170991898	0.64099299809	0.996043521266
0.554908514023	0.641810070108	0.996043521266
0.556077003479	0.642219387755	0.996043521266
0.557293117046	0.642629227824	0.996043521266
0.55748718977	0.643039591315	0.996043521266
0.558822631836	0.643450479233	0.996043521266
0.559321284294	0.643861892583	0.996043521266
0.559325039387	0.644273832374	0.996043521266
0.560565888882	0.644686299616	0.996043521266
0.560726225376	0.645099295324	0.996043521266
0.561050951481	0.645512820513	0.996043521266
0.562121808529	0.645926876203	0.996043521266
0.562361121178	0.646341463415	0.996043521266
0.564718544483	0.646756583173	0.996043521266
0.564817667007	0.647172236504	0.996043521266
0.565794348717	0.647588424437	0.996043521266
0.567129850388	0.648005148005	0.996043521266
0.571841359138	0.648422408242	0.996043521266
0.572207868099	0.648840206186	0.996043521266
0.572286307812	0.649258542876	0.996043521266
0.572569012642	0.650096836669	0.996043521266
0.574859499931	0.650516795866	0.996043521266
0.577695667744	0.650937297996	0.996043521266
0.578431248665	0.651358344114	0.996043521266
0.579767942429	0.651779935275	0.996043521266
0.581470608711	0.652202072539	0.996043521266
0.58247345686	0.652624756967	0.996043521266
0.582794427872	0.653047989624	0.996043521266
0.584494352341	0.653471771577	0.996043521266
0.587060809135	0.653896103896	0.996043521266
0.587679386139	0.654320987654	0.996043521266
0.590027987957	0.654746423927	0.996043521266
0.590028047562	0.655172413793	0.996043521266
0.593332290649	0.656453715776	0.996043521266
0.593755841255	0.656881930855	0.996043521266
0.594350099564	0.657310704961	0.996043521266
0.595616102219	0.65774003919	0.996043521266
0.597421109676	0.658169934641	0.996043521266
0.59915626049	0.658600392413	0.996043521266
0.599275827408	0.659031413613	0.996043521266
0.599407672882	0.659462999345	0.996043521266
0.599543631077	0.659895150721	0.996043521266
0.599802970886	0.660327868852	0.996043521266
